record_id,reporting_date,programme_name,sector,state,lga,community,predicted_risk,high_risk_model_score,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,recommended_investigation,decision_use
ES-006975,2026-07-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 2,Medium,0.0583976044071404,Supply delay,Low achievement,Budget utilisation pattern,Timely reporting,"Review procurement, logistics and supply-chain bottlenecks. | Review progress against targets and identify implementation bottlenecks. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-004351,2026-07-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 4,Low,4.619804116283744e-08,Supply delay,Access constraints,Low achievement,Timely reporting,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-001663,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 4,Low,3.596416595891514e-21,Low staff availability,,,Strong achievement,"Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-000863,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 3,Low,4.782354440861576e-07,Supply delay,Reporting delay,Access constraints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-001631,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 3,Low,3.6237744866490932e-28,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-000351,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 5,Low,9.487727524887066e-16,Supply delay,Previous-month achievement pattern,,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004383,2026-07-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 5,Medium,0.000132084035097,Supply delay,Low achievement,Reporting delay,Strong activity completion,"Review procurement, logistics and supply-chain bottlenecks. | Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-001599,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 2,Low,1.705079620900577e-10,Supply delay,Access constraints,Lower data quality,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-000479,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,Low,1.0608949772630788e-13,Access constraints,Low staff availability,Lower data quality,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-001567,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 1,Low,2.0855056607308842e-07,Elevated complaints,Low achievement,Supply delay,Timely reporting,"Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-000319,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 4,Low,1.4517052862569775e-28,Access constraints,Supply delay,Elevated complaints,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-004415,2026-07-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 6,Low,2.9295391401511213e-14,Low staff availability,Low activity completion,Supply delay,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-002303,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 6,Medium,0.0200382078633135,Supply delay,Access constraints,Low staff availability,Lower complaints,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-002271,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 5,Medium,5.380921422465767e-05,Low achievement,Access constraints,Elevated complaints,Limited supply delay,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-007039,2026-07-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 4,Low,1.424282844668225e-07,Low achievement,Low staff availability,Previous-month achievement pattern,Lower complaints,"Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
